Network infrastructure;Ağ altyapısı;Ağ altyapısı, bir bilgisayar programında bir ağın çalışmasını sağlayan donanım ve yazılımların tümüdür.;Network infrastructure is all the hardware and software that enables a network to operate in a computer program.
Network protocol;Ağ protokolü;Ağ protokolü, bir bilgisayar programında bir ağ üzerinde verilerin nasıl iletileceğine dair kurallar ve standartlar bütünüdür.;A network protocol is a set of rules and standards for how data will be transmitted over a network in a computer program.
Network topology;Ağ topolojisi;Ağ topolojisi, bir bilgisayar programında bir ağın fiziksel ve lógikal yapısının nasıl olacağını belirleyen yapıdır.;Network topology is a structure that determines the physical and logical structure of a network in a computer program.
Data analytics;Veri analizi;Veri analizi, bir bilgisayar programında verilerin toplanması, saklanması, analiz edilmesi ve çıkarımlar yapılması işlemlerini gerçekleştiren yapıdır.;Data analytics is a structure that performs the process of collecting, storing, analyzing, and making conclusions from data in a computer program.
Data mining;Veri madenciliği;Veri madenciliği, bir bilgisayar programında verilerin derinlemesine incelenmesi ve anlamlı bilgilerin çıkarılması işlemlerini gerçekleştiren yapıdır.;Data mining is a structure that performs the process of deeply examining data and extracting meaningful information in a computer program.
Data visualization;Veri görselleştirme;Veri görselleştirme, bir bilgisayar programında verilerin grafikler, şemalar ve diğer görsel araçlar kullanılarak anlamlı hale getirilmesi işlemini gerçekleştiren yapıdır.;Data visualization is a structure that performs the process of making data meaningful using graphs, diagrams, and other visual tools in a computer program.
Data management;Veri yönetimi;Veri yönetimi, bir bilgisayar programında verilerin toplanması, saklanması, güncellenmesi ve korunması işlemlerini gerçekleştiren yapıdır.;Data management is a structure that performs the process of collecting, storing, updating, and protecting data in a computer program.
Data storage;Veri depolama;Veri depolama, bir bilgisayar programında verilerin saklanması işlemini gerçekleştiren yapıdır.;Data storage is a structure that performs the process of storing data in a computer program.
Data protection;Veri koruma;Veri koruma, bir bilgisayar programında verilerin güvenli bir şekilde saklanmasını sağlayan yapıdır.;Data protection is a structure that ensures the secure storage of data in a computer program.
Data security;Veri güvenliği;Veri güvenliği, bir bilgisayar programında verilerin güvenli bir şekilde saklanmasını ve korunmasını sağlayan yapıdır.;Data security is a structure that ensures the secure storage and protection of data in a computer program.
Processor;İşlemci;İşlemci, bir bilgisayar donanımında verilerin işlenmesini gerçekleştiren birimdir.;The processor is a unit in computer hardware that performs the processing of data.
Memory;Bellek;Bellek, bir bilgisayar donanımında verilerin saklanması için kullanılan birimdir.;Memory is a unit used in computer hardware to store data.
Hard drive;Sabit disk;Sabit disk, bir bilgisayar donanımında verilerin uzun vadeli saklanması için kullanılan birimdir.;The hard drive is a unit used in computer hardware for long-term storage of data.
Motherboard;Anakart;Anakart, bir bilgisayar donanımında işlemci, bellek ve diğer bileşenlerin bir arada bulunduğu birimdir.;The motherboard is a unit in computer hardware where the processor, memory, and other components are found together.
Power supply;Güç kaynağı;Güç kaynağı, bir bilgisayar donanımında bilgisayarın işletilmesi için gerekli olan elektrik enerjisinin sağlandığı birimdir.;The power supply is a unit in computer hardware that provides the electric energy required for operating the computer.
Graphics card;Ekran kartı;Ekran kartı, bir bilgisayar donanımında görüntülerin işlenmesi ve gösterilmesi için kullanılan birimdir.;The graphics card is a unit used in computer hardware for processing and displaying images.
Sound card;Ses kartı;Ses kartı, bir bilgisayar donanımında ses işleme ve çıkışı için kullanılan birimdir.;The sound card is a unit used in computer hardware for audio processing and output.
Network card;Ağ kartı;Ağ kartı, bir bilgisayar donanımında ağa bağlantı kurulması için kullanılan birimdir.;The network card is a unit used in computer hardware to establish a connection to a network.
CD-ROM drive;CD-ROM sürücü;CD-ROM sürücü, bir bilgisayar donanımında CD-ROM'ları okumak için kullanılan birimdir.;The CD-ROM drive is a unit used in computer hardware to read CD-ROMs.
DVD drive;DVD sürücü;DVD sürücü, bir bilgisayar donanımında DVD'leri okumak için kullanılan birimdir.;The DVD drive is a unit used in computer hardware to read DVDs.
Monitor;Monitör;Monitör, bir bilgisayar donanımında görüntülerin gösterildiği cihazdır.;The monitor is a device in computer hardware where images are displayed.
Mouse;Fare;Fare, bir bilgisayar donanımında işlemleri kontrol etmek için kullanılan cihazdır.;The mouse is a device used in computer hardware to control operations.
Printer;Yazıcı;Yazıcı, bir bilgisayar donanımında verilerin fiziksel olarak çıktısını almak için kullanılan cihazdır.;The printer is a device used in computer hardware to obtain a physical output of data.
Scanner;Tarayıcı;Tarayıcı, bir bilgisayar donanımında fiziksel olarak bulunan verilerin dijital olarak taranmasını sağlayan cihazdır.;The scanner is a device in computer hardware that allows physical data to be scanned digitally.
Webcam;Web kamerası;Web kamerası, bir bilgisayar donanımında internet üzerinden görüntü ve ses verilerinin gönderilmesi için kullanılan cihazdır.;The webcam is a device used in computer hardware to send video and audio data over the internet.
Game controller;Oyun kumandası;Oyun kumandası, bir bilgisayar donanımında oyunları kontrol etmek için kullanılan cihazdır.;The game controller is a device used in computer hardware to control games.
Touchpad;Dokunmatik yüzey;Dokunmatik yüzey, bir bilgisayar donanımında fare gibi işlemleri kontrol etmek için kullanılan cihazdır.;The touchpad is a device used in computer hardware to control operations like a mouse.
Microphone;Mikrofon;Mikrofon, bir bilgisayar donanımında ses verilerinin girişi için kullanılan cihazdır.;The microphone is a device used in computer hardware for inputting audio data.
Speakers;Hoparlörler;Hoparlörler, bir bilgisayar donanımında ses verilerinin çıkışı için kullanılan cihazdır.;The speakers are devices used in computer hardware for outputting audio data.
Graphics processing unit (GPU);Grafik işlem birimi (GPU);Grafik işlem birimi (GPU), bir bilgisayar donanımında grafiklerin hızlı işlenmesi için kullanılan cihazdır.;The graphics processing unit (GPU) is a device used in computer hardware for fast processing of graphics.
Central processing unit (CPU);Merkezi işlem birimi (CPU);Merkezi işlem birimi (CPU), bir bilgisayar donanımında verilerin işlenmesi için kullanılan cihazdır.;The central processing unit (CPU) is a device used in computer hardware for processing data.
Random access memory (RAM);Rastgele erişim belleği (RAM);Rastgele erişim belleği (RAM), bir bilgisayar donanımında verilerin hızlı bir şekilde işlenmesi için kullanılan cihazdır.;Random access memory (RAM) is a device used in computer hardware for fast processing of data.
Read-only memory (ROM);Salt okunur bellek (ROM);Salt okunur bellek (ROM), bir bilgisayar donanımında verilerin sadece okunabildiği cihazdır.;Read-only memory (ROM) is a device in computer hardware where data can only be read.
Floppy disk drive;Disket sürücü;Disket sürücü, bir bilgisayar donanımında disketleri okumak için kullanılan cihazdır.;The floppy disk drive is a device used in computer hardware to read floppy disks.
Keyboard controller;Klavye kontrol cihazı;Klavye kontrol cihazı, bir bilgisayar donanımında klavyenin işletilmesi için kullanılan cihazdır.;The keyboard controller is a device used in computer hardware for operating the keyboard.
Hard disk controller;Sabit disk kontrol cihazı;Sabit disk kontrol cihazı, bir bilgisayar donanımında sabit diskin işletilmesi için kullanılan cihazdır.;The hard disk controller is a device used in computer hardware for operating the hard disk.
Disk array controller;Disk dizisi kontrol cihazı;Disk dizisi kontrol cihazı, bir bilgisayar donanımında disklerin bir araya getirilerek kullanılması için kullanılan cihazdır.;The disk array controller is a device used in computer hardware for using disks together in an array.
Network interface card (NIC);Ağ arabirim kartı (NIC);Ağ arabirim kartı (NIC), bir bilgisayar donanımında bilgisayarın bir ağa bağlanması için kullanılan cihazdır.;The network interface card (NIC) is a device used in computer hardware for connecting the computer to a network.
Bluetooth adapter;Bluetooth adaptörü;Bluetooth adaptörü, bir bilgisayar donanımında Bluetooth özelliğinin eklenmesi için kullanılan cihazdır.;The Bluetooth adapter is a device used in computer hardware for adding Bluetooth capability.
Router;Yönlendirici;Yönlendirici, bir bilgisayar donanımında ağ yapısını oluşturmak ve verilerin yönlendirilmesini sağlamak için kullanılan cihazdır.;The router is a device used in computer hardware for creating a network structure and directing data.
Switch;Anahtar;Anahtar, bir bilgisayar donanımında verilerin yönlendirilmesini sağlamak için kullanılan cihazdır.;The switch is a device used in computer hardware for directing data.
Hub;Merkez;Merkez, bir bilgisayar donanımında ağdaki cihazları birbirlerine bağlamak için kullanılan cihazdır.;The hub is a device used in computer hardware for connecting devices in a network to each other.
Modem;Modem;Modem, bir bilgisayar donanımında bilgisayarın internete bağlanması için kullanılan cihazdır.;The modem is a device used in computer hardware for connecting the computer to the internet.
PCI card;PCI kartı;PCI kartı, bir bilgisayar donanımında bilgisayarın performansını arttırmak için kullanılan cihazdır.;The PCI card is a device used in computer hardware to improve the performance of the computer.
Sound card;Ses kartı;Ses kartı, bir bilgisayar donanımında ses verilerinin işlenmesi için kullanılan cihazdır.;The sound card is a device used in computer hardware for processing audio data.
Power supply;Güç kaynağı;Güç kaynağı, bir bilgisayar donanımında cihazların enerji ihtiyaçlarını karşılamak için kullanılan cihazdır.;The power supply is a device used in computer hardware to meet the energy needs of devices.
BIOS;BIOS;BIOS, bir bilgisayar donanımında bilgisayarın açılış sırasında çalışan sistem yazılımıdır.;BIOS is the system software that runs during the startup of a computer's hardware.
USB port;USB portunu;USB portunu, bir bilgisayar donanımında cihazların bağlanması için kullanılan porttur.;The USB port is a port used in computer hardware for connecting devices.
HDMI port;HDMI portunu;HDMI portunu, bir bilgisayar donanımında ses ve görüntü verilerinin iletimi için kullanılan porttur.;The HDMI port is a port used in computer hardware for transmitting audio and video data.
Ethernet port;Ethernet portunu;Ethernet portunu, bir bilgisayar donanımında ağ bağlantısı için kullanılan porttur.;The Ethernet port is a port used in computer hardware for network connection.
VGA port;VGA portunu;VGA portunu, bir bilgisayar donanımında görüntü verilerinin iletimi için kullanılan porttur.;The VGA port is a port used in computer hardware for transmitting video data.
Display port;Ekran portunu;Ekran portunu, bir bilgisayar donanımında ekran cihazlarının bağlanması için kullanılan porttur.;The display port is a port used in computer hardware for connecting display devices.
Serial port;Seri port;Seri port, bir bilgisayar donanımında verilerin bir bit birer sırayla iletimi için kullanılan porttur.;The serial port is a port used in computer hardware for transmitting data one bit at a time in a sequential manner.
Parallel port;Paralel port;Paralel port, bir bilgisayar donanımında verilerin aynı anda iletimi için kullanılan porttur.;The parallel port is a port used in computer hardware for transmitting data at the same time.
Firewire port;Firewire portunu;Firewire portunu, bir bilgisayar donanımında hızlı veri iletimi için kullanılan porttur.;The Firewire port is a port used in computer hardware for fast data transmission.
Thunderbolt port;Thunderbolt portunu;Thunderbolt portunu, bir bilgisayar donanımında hızlı veri iletimi ve güç iletimi için kullanılan porttur.;The Thunderbolt port is a port used in computer hardware for fast data transmission and power transmission.
DVI port;DVI portunu;DVI portunu, bir bilgisayar donanımında görüntü verilerinin iletimi için kullanılan porttur.;The DVI port is a port used in computer hardware for transmitting video data.
CPU (Central Processing Unit);CPU (Merkezi İşlem Birimi);CPU (Merkezi İşlem Birimi), bir bilgisayar donanımında bilgisayarın işlemlerini yapmak için kullanılan birimdir.;The CPU (Central Processing Unit) is a unit used in computer hardware for performing the computer's operations.
GPU (Graphics Processing Unit);GPU (Grafik İşlem Birimi);GPU (Grafik İşlem Birimi), bir bilgisayar donanımında grafik işlemlerini yapmak için kullanılan birimdir.;The GPU (Graphics Processing Unit) is a unit used in computer hardware for performing graphic operations.
RAM (Random Access Memory);RAM (Rasgele Erişim Belleği);RAM (Rasgele Erişim Belleği), bir bilgisayar donanımında bilgisayarın çalışma zamanında verileri saklamak için kullanılan bellektir.;RAM (Random Access Memory) is a memory used in computer hardware to store data during the computer's operation.
ROM (Read-Only Memory);ROM (Salt Okunur Bellek);ROM (Salt Okunur Bellek), bir bilgisayar donanımında sadece okunabilir olarak verileri saklamak için kullanılan bellektir.;ROM (Read-Only Memory) is a memory used in computer hardware to store data as read-only.
Hard drive;Sabit sürücü;Sabit sürücü, bir bilgisayar donanımında verilerin saklanması için kullanılan sürücüdür.;The hard drive is a drive used in computer hardware for storing data.
Solid state drive;Katı hal sürücüsü;Katı hal sürücüsü, bir bilgisayar donanımında verilerin saklanması için kullanılan hareketli parçaları olmayan sürücüdür.;The solid state drive is a drive used in computer hardware for storing data that has no moving parts.
CD-ROM drive;CD-ROM sürücüsü;CD-ROM sürücüsü, bir bilgisayar donanımında CD-ROM disklerin okunması için kullanılan sürücüdür.;The CD-ROM drive is a drive used in computer hardware for reading CD-ROM disks.
DVD-ROM drive;DVD-ROM sürücüsü;DVD-ROM sürücüsü, bir bilgisayar donanımında DVD-ROM disklerin okunması için kullanılan sürücüdür.;The DVD-ROM drive is a drive used in computer hardware for reading DVD-ROM disks.
Motherboard;Anakart;Anakart, bir bilgisayar donanımında bilgisayarın çeşitli birimlerinin birbirleriyle bağlantısını sağlayan birimdir.;The motherboard is a unit in computer hardware that connects the various units of the computer together.
Power supply;Güç kaynağı;Güç kaynağı, bir bilgisayar donanımında bilgisayarın ihtiyaç duyduğu elektrik enerjisini sağlayan birimdir.;The power supply is a unit in computer hardware that provides the electricity needed by the computer.
Case;Kasa;Kasa, bir bilgisayar donanımında bilgisayarın tüm birimlerinin bir arada bulunduğu koruyucu yapıdır.;The case is a protective structure in computer hardware that holds all of the units of the computer together.
Processor fan;İşlemci fanı;İşlemci fanı, bir bilgisayar donanımında işlemciyi soğutmak için kullanılan fan birimidir.;The processor fan is a fan unit used in computer hardware to cool the processor.
Heat sink;Isı dağıtıcı;Isı dağıtıcı, bir bilgisayar donanımında işlemci ve diğer birimlerin ısısını dağıtmak için kullanılan birimdir.;The heat sink is a unit used in computer hardware to distribute the heat of the processor and other units.
Sound card;Ses kartı;Ses kartı, bir bilgisayar donanımında ses sinyallerinin işlenmesi ve çıkartılması için kullanılan birimdir.;The sound card is a unit used in computer hardware for processing and outputting audio signals.
Network card;Ağ kartı;Ağ kartı, bir bilgisayar donanımında bilgisayarın ağa bağlanması için kullanılan birimdir.;The network card is a unit used in computer hardware for connecting the computer to a network.
Graphics card;Ekran kartı;Ekran kartı, bir bilgisayar donanımında ekran görüntülerinin oluşturulması için kullanılan birimdir.;The graphics card is a unit used in computer hardware for creating display images.
Expansion card;Genişletme kartı;Genişletme kartı, bir bilgisayar donanımında bilgisayarın özelliklerinin genişletilmesi için kullanılan birimdir.;The expansion card is a unit used in computer hardware to expand the features of the computer.
Keyboard;Klavye;Klavye, bir bilgisayar donanımında bilgisayara veri girişi yapılması için kullanılan tuş takımıdır.;The keyboard is a set of keys used in computer hardware for inputting data into the computer.
Mouse;Fare;Fare, bir bilgisayar donanımında bilgisayar ekranında işlem yapmak için kullanılan giriş cihazıdır.;The mouse is an input device used in computer hardware for performing actions on the computer screen.
Trackpad;İzleme paneli;İzleme paneli, bir bilgisayar donanımında fare gibi işlem yapmak için kullanılan giriş cihazıdır, ancak dokunmatik ekran üzerinde işlem yapılmasına olanak sağlar.;The trackpad is an input device used in computer hardware for performing actions similar to a mouse, but it allows for actions to be performed on a touch screen.
Touchscreen;Dokunmatik ekran;Dokunmatik ekran, bir bilgisayar donanımında ekran üzerinde dokunarak işlem yapılmasına olanak sağlayan ekran türüdür.;The touchscreen is a type of screen in computer hardware that allows for actions to be performed on the screen by touching it.
Scanner;Tarayıcı;Tarayıcı, bir bilgisayar donanımında belge ve resimlerin bilgisayara taranması için kullanılan cihazdır.;The scanner is a device used in computer hardware for scanning documents and images into the computer.
Printer;Yazıcı;Yazıcı, bir bilgisayar donanımında bilgisayardaki verilerin kağıda çıktısını almak için kullanılan cihazdır.;The printer is a device used in computer hardware for obtaining a printed output of data from the computer.
Speaker;Hoparlör;Hoparlör, bir bilgisayar donanımında bilgisayardaki seslerin duyulması için kullanılan cihazdır.;The speaker is a device used in computer hardware for hearing the audio from the computer.
Microphone;Mikrofon;Mikrofon, bir bilgisayar donanımında bilgisayara ses girişi yapılması için kullanılan cihazdır.;The microphone is a device used in computer hardware for inputting audio into the computer.
Webcam;Web kamerası;Web kamerası, bir bilgisayar donanımında bilgisayar ekranına görüntü girişi yapılması için kullanılan cihazdır.;The webcam is a device used in computer hardware for inputting video onto the computer screen.
